review_text,rating,date
updated !!! still the worse had to use them with a friend the other night had to jog 2 blocks where the driver in wrong spot no use talking didn't speak ANYTHING ..... terrible better off walking Every update app gets worse ... Gpa inaccurate maps doesn't work.. suggested places doesn't work.. POS... Uninstalling sticking only with Uber a little more expensive but worth the time and aggravation... Terrible drivers.. 60% do t speak English or cars are a wreck ..goodbye forever !!!!!!!!!!,1,2026-03-07 06:20:18
"Lyft compared to Uber, Uber wins Hands down. I don't think I'll be driving for lyft ever again . I made 1400 bucks and its just Friday. 18 rides 315 dollars today, you will not make that kind of money with lyft.",1,2026-03-07 05:00:27
"over charged me for a ride, I've been catching lyft on and off for over 6 years and never had this issue. customer service will not refund me, my ride was originally $14 something by the time I looked at my phone they charged me $25. im highly upset, its the principal. A Lyft driver took his own way to drop me off, not only did I get charged extra but I was also made late to work.",1,2026-03-07 04:39:33
Getting to high just for a 2-block ride is $8 to $10 doing the week and weekend are $10 to $15 For a half mile...smh...,2,2026-03-07 04:32:12
"Due to my experiences today, I can no longer in good faith continue to use Lyft. I've been using them for years, but when falsely accused for damages without any evidence beyond pictures without metadata timestamps and refusing to take into consideration how impossible it would be for me to cause said damages? It leaves a horrible taste in your mouth. They promote drivers being able to scam you without without proper investigation, as any picture taken at any time can be used against you.",1,2026-03-07 04:02:06
unfair charges,1,2026-03-07 03:43:07
Garbage app. Drivers cancel all the time and you can't leave them a negative review; makes public transit look reliable by comparison.,1,2026-03-07 03:33:56
"literally goes from 15-60.00 for the same type of ride the wait and save option, same distance, wont let you change the route to avoid construction or shorten the route. while also not allowing me to remove past card information.",2,2026-03-07 03:29:30
this app is horrible. you may as well use a different one. it takes longer than it says every time. if you pick standard your waiting as long as wait and save anyway. I picked wait n save and got a driver right away 1 time but never on standard. it sends them the longest of routes also. it has quite a bit of bugs. why would you send them where the most traffic is. also the app exits sometimes and by the time you open it it costs more than it said 30 seconds ago. not good.,1,2026-03-07 02:49:58
"this company does not honor its rates, nor does it keep track of rate fluctuations. Several times my charges have been incorrect and customer service is of no use.",1,2026-03-07 02:18:11
good 👍,5,2026-03-07 01:47:41
They stopped sending text massages and they deleted additional riders also over priced just use public transportation it's way cheaper or walk stretch your legs. and some of the driver are rude and cancel the ride the second they see you,1,2026-03-07 01:46:06
"if you live where Citi bike rides are available, avoid it. it's a scam.i paid 15$ for a 3 mile bike.",1,2026-03-07 01:03:18
the app constantly has to be uninstall and re-install,1,2026-03-07 01:01:32
"the app is good, but you're about as expensive as a local cab. $30.00 for 7 miles, is a bit of price gouging don't you think?",3,2026-03-07 00:23:41
"Absolutely horrible, Zero Support.",1,2026-03-06 21:37:22
Terrible company,1,2026-03-06 21:35:48
Lyft is so much better than Uber,5,2026-03-06 20:02:20
"unsafe drivers, price gouging, and unreliable pickups. do not use.",1,2026-03-06 19:01:01
head an shoulders better uber in el paso .more professional drivers .Uber out here is ghetto they any body a car 🚗 all i use is Lyft to many dirty cars an unprofessional drivers on Uber..God bless,5,2026-03-06 18:19:09
"The prices change every 3 seconds. it went from $23 to $72, you guys are crooked and i will not be using Lyft any more. This is ridiculous so disappointing!!!",1,2026-03-06 17:30:23
nobody's paying $40 to go 2 mi dumbass stop gouging,1,2026-03-06 16:52:04
"i LOVE using Lyft, when I need a ride somewhere, most of the time their all very nice, socialable, and good customer service!!",5,2026-03-06 15:58:13
The prices for these rides are RIDICULOUSLY INSANELY EXPENSIVE!,1,2026-03-06 15:38:06
"Uber is way better, this is low budget service and does better, for your customers and your driver , when people leave this platform you then know , nothing about your service is convenient.",1,2026-03-06 14:10:50
Trash. Needs more VC money b4 bankruptcy,1,2026-03-06 13:58:54
"""just a few more seconds"" on a pickup always turns into 10 minutes of waiting to even have my ride accepted, then they hold your money if you cancel.",2,2026-03-06 12:27:20
couldn't enjoy the ride someone was following us. with a sound.,1,2026-03-06 11:06:12
"cool, but too expensive for disabled people. Get it?",4,2026-03-06 10:36:13
I've been riding with Lyft for a couple years now and I 100% totally love it! I highly recommend Lyft to everybody!,5,2026-03-06 10:27:58
customer service is deplorable it's a chat that doesn't even send notifications when an agent is available and there's no number to call I also got charged by a driver who drove around but just dropped me off at some random plaza instead of home,1,2026-03-06 10:06:58
they suck prices suck wouldn't recommend,1,2026-03-06 09:41:26
"BayWheels has been my primary transport, but I'm presently unable to access the Lyft network and so I'm waiting for an Uber that to take as long to pick me up as my bike ride would have taken and I'm late for my appointment. 😕 Also, Lyft will upsell you offering an earlier arrival and then frequently does not deliver 👎",2,2026-03-06 08:56:23
This app is just terrible. I request a ride only for the driver to cancel then I have to end up waiting longer than before for a new driver to come. Secondly the prices for my destination are just ridiculous because it shouldn't cost $1Mill just to travel 5 minutes. I also feel like they set this up on purpose and it makes me late for work & I feel like my time is being played with. Definitely trying something new.,1,2026-03-06 08:13:03
It is so amazing,5,2026-03-06 07:23:29
Horrible availability. They try to jack the prices sky high during busy times. psst,1,2026-03-06 07:16:41
drivers don't speak English and speed.. there is no reason to be going 85 miles on the free way.,1,2026-03-06 07:15:04
"Two issues. Ordered a ride three weeks in advance with special instructions for a large vehicle. The driver shows up and refuses to take my luggage, and makes up some story to justify his decision. Lucky for me, I am in a good area. I complain and get an AI chatbot—useless platitudes. Second issue- I tried to close the account and clear my payment details. Difficulty logging in to my account, and I was asked to wait 30 minutes. I am done and suggest avoiding this service.",1,2026-03-06 07:05:14
too expensive to ride this way. only needed to go 3/4 of the way.,5,2026-03-06 05:49:23
3 different driver ?,4,2026-03-06 05:48:34
good 👍,5,2026-03-06 05:44:16
"thank you Lyft for getting me fired. for the last couple of days consistently you have quoted me a time and price ( let's say 8-10 minutes) only for me to click it and it changes to 25-32 minutes each and every day. then the drivers have purposely taken the longest route in existence. plus, for some reason the prices have more than doubled this last week.",1,2026-03-06 05:17:28
they started me off with a low price to go 2.2 MI. can 3 days later they charged me triple what they were charging me. they're trying to steal from The working Man,1,2026-03-06 05:09:22
great 2nd customer experience,5,2026-03-06 04:57:44
would do less stars if possible,1,2026-03-06 04:54:09
"I need a ride ASAP from the Mall Barnes and mobile book store, 6 entrance",3,2026-03-06 04:43:32
awesome services,5,2026-03-06 04:33:24
"Don't rely on this app to get you where you need to go on time. I have been late to work so many times because Lyft will just randomly decide to make me wait an extra 30 minutes for no good reason. It's usually at least $30 for a 15 minute ride. $50 or more for a 30 minute ride. You can do the math from there. It's expensive. Slightly better than Uber, though.",2,2026-03-06 04:07:36
"charges more than Uber, and I click on a ride, didn't change over my money to the right account in time, and then 2 seconds later, i try again, and the charge went up from $18 something to $24, just like that. so dumb.",1,2026-03-06 04:05:31
"This is basically a useful ride-sharing app, but it has two major flaws. First, it will not let me include my lot number in my address when it is a critical part of my address. Second, they do not pass driver notes on to the drivers! Both of these bad practices have caused a lot of trouble for me, but they won't fix them.",3,2026-03-06 03:33:38
driver was safe and considerate! knew best route.,5,2026-03-06 03:31:50
Dude y'all need to hire dudes who know how to follow a GPS and to not wander off on a fully flushed quest when they're 2 minutes down the god damn road.,1,2026-03-06 02:44:19
I have nothing but good things to say about this app,5,2026-03-06 02:27:16
"I used to love this app because the pricing was better than Uber(I had horrible experiences with this app) but now they're both the same, overpriced and inconsistent timing of arrival. It's gotten to the point that sometimes I can't even tip the drivers anymore. I got the membership to see if it'll actually help me out but the prices stay the same or cost even more.",2,2026-03-06 02:06:23
Good prices and great drivers.,5,2026-03-06 01:36:09
very good 👍,5,2026-03-06 01:09:04
"I've been using both apps for over a decade and while Lyft has always been the ""economy"" option (though not always cheaper), it has recently become too much of a safety hazard to continue using at all. Vehicles do not match the description, drivers ignore traffic laws, speed, do not keep their hands on the wheel, multitask, or use drugs. More than once there's been a sick or unconscious passenger in a vehicle I requested.",1,2026-03-06 00:50:37
wonderful,5,2026-03-06 00:23:07
great,5,2026-03-05 22:44:11
"impossible to log in and customer support is nearly non-existent. The RIDER APP requires a DRIVERS LICENSE for some stupid reason. The app keeps telling me my license is not a valid license number, I have no suspensions or issues with my license. I'm stuck in a constant loop of being sent to the help center and then back to the app just to be stuck on the drivers license screen. Garbage app, Garbage customer service. Guess I'll have to get Uber instead.",1,2026-03-05 22:19:40
always friendly drivers,5,2026-03-05 22:10:38
how is it that the same ride on a 1 day difference gonna be $9 one day and $24 the next day,1,2026-03-05 20:27:05
There's only so many ride-share and taxi options in this city. Lyft has to be by far the worst experience. Considering only aspects that the app itself controls and dictates; there's a plethora of reasons to use other apps. It is never clear when a vehicle is otw to you or if they're currently also on another ride. drives seem close and are sudenly much further away from you. Map Navigation is brutally inefficient. Vehicle Location is slow to update. Calls to drivers go to voicemail.,2,2026-03-05 18:45:02
"so far it's only positive rides at a great price. on time, friendly service. have not needed any other paid transportation. point to point. on route detours I needed, we're handled without complaint.",5,2026-03-05 17:30:40
very satisfied,5,2026-03-05 14:58:41
convenient and nice safeguards but it's expensive due to hidden fees and ridiculous fees. a taxi ride is cheaper. I will check out the competitors,3,2026-03-05 12:29:39
it was wonderful . ⁷⁷ great ride with a excellent driver 👌 thank you !,5,2026-03-05 10:32:12
"Absolutely wild that you can log in through a computer to ONLY see a link to download the app. If I wanted the app on my phone right now, it would be on there. Give users the ability to review account security and recent activity without downloading yet another data stealing app.",1,2026-03-05 09:54:02
Been with Lyft for almost 10 years. App has malfunctioning 2x on me in Honolulu. Couldn't move pun or get help. Customer service has been impossible to get ahold of from but they have a useless AI agent so that's nice. Drivers refused to pick up until they got their $5 no show fee. Use other apps in this town.,1,2026-03-05 09:38:19
useful translation app but compare rates in other apps,4,2026-03-05 09:20:03
"I've enjoyed every Lyft ride and every dri ver for the past few years. I appreciate what Lyft does for those of us who have no other way to drive ourselves wherever and whenever we need a ride. Thank you for this much appreciated way to do whatever we need to do. I have always had very friendly drivers, male and female. Thank you for the wonderful service you provide for us.",5,2026-03-05 09:03:47
needs an update. I can't log in can't go home,1,2026-03-05 08:34:27
superior,5,2026-03-05 08:12:52
"I couldn't even start to use it. Lyft insisted I needed to add a 2nd card in order to use my 1st card. I have 1 bank account, one bank card. They suggested other options, none were useable by me. Next on to 'Support'. Each time I tried it I was to talking with a chat bot (no support from chatbot) it said ok 'wait for live support,' 30 minutes later, nothing. Try again. No support that time either. I'm 71, can't hardly breathe to walk, and can't get a Lyft taxi to get somewhere. Support? BS",1,2026-03-05 08:03:30
"Thank You! For your service. Sincerely, Ms. Jacqueline Brown",5,2026-03-05 08:00:57
wont accept my card. business lost sweetheart💅🏿✨️,1,2026-03-05 06:28:14
"Fix your notification settings please. I DO want to get ride notifications, and I DON'T want to get your garbage marketing notifications. Please fix your notification settings so it's clear which is which.",2,2026-03-05 04:24:15
why do prices change when I do the same stop to stop everyday? cancelation fee even though I dont have a ride yet? how is that possible,1,2026-03-05 04:21:09
I love it!,5,2026-03-05 03:20:30
every code they send me is wrong so i guess i just dont get to log in? shame i wanted to give these people any kind of money..,1,2026-03-05 02:36:39
why is the wait and save more expensive than standard? it's just a scam,1,2026-03-05 02:10:32
good way to avoid another dui. shout out to the people risking themselves out there with crazy drivers and customers and running the risk of having someone kidnap them. I pray the drivers stay safe.,5,2026-03-05 01:07:05
If you actually read the terms of service you have to waive your right to a jury trial in order to use Lyft. So you might use Lyft for 10 years without ever having an issue and if you're seriously injured one day they can just point to the agreement that you didn't actually read and say that you're entitled to nothing.,2,2026-03-04 23:34:52
"All of my Lyft Drivers here in West Virginia have been courteous, polite and respectful.",5,2026-03-04 23:25:54
"they nuked the ui, its really hard to use now",1,2026-03-04 21:35:31
Convenient and simple.,5,2026-03-04 21:30:36
"I will NEVER use Lyft again. im a new customer. it stated that I had $10 off the ride. I opened my account to see that they had given back what I had paid and took MORE out of my bank account. I gave one driver a $6 tip and the other a $9 tip, the ride was direct, no stops, no changes and they charged me $15 over what I had already come out of my account. absolutely disgusting!",1,2026-03-04 20:09:24
"I waited for 15 minutes until it canceled my ride, then it upped the price by 40%. Then drivers cancel scheduled rides, and support doesn't care that you're late for work.",1,2026-03-04 19:49:25
"apk size: 118 MB (less than Uber, more than 190 other tested apps)",2,2026-03-04 19:43:29
"I had a bad experience with Lyft, a driver who was 5 minutes away from me took around 25 minutes to come, he would drive all around the area, keeping himself close but not actually coming to the pick up place. After that time the app just cancel the ride and gave me another one that I didn't ask for. I liked Lyft but they don't give you any actual tools to report and get paid back. I had to pay a fee for the ride because I had to take an Uber and cancel the second driver they sent.",1,2026-03-04 19:27:39
"The app is showing different locations for me and for my driver . The driver was waiting me 1 kilometre far , but the app shows that he is in the right spot! I think this app is deliberately doing that for extra charges",1,2026-03-04 18:27:44
Lower the damn prices,2,2026-03-04 17:24:57
this company is greedy and they are ten dollars higher then Uber.,1,2026-03-04 13:37:38
"Horrible. Don't use for any reason. Garbage, straight garbage. Overpriced compared to Uber. Trash.I have screenshots where they were charging 40 to 50 dollars for a 10 minute drive. Absolutely insane.",1,2026-03-04 13:14:58
app is easy to use wish we had more drivers in our area,5,2026-03-04 11:41:01
cool way to ride,5,2026-03-04 10:01:13
"I love Lyft home It always is here in a quick time It gets me to where I'm going faster than taking the bus, and it's on the cheaper side. cheaper than Uber",5,2026-03-04 09:09:31
"Lyft I will admit I had some okay experiences however a majority of them were negative such as a time where my work got me in trouble because a driver drove on a one way street, as well as another time where I put priority pickup and it took 20 minutes to arrive.",2,2026-03-04 08:02:24
The Waiting room is a lot better than my hou JUNE BUG,1,2026-03-04 07:54:56
some still being work on but wait for someone getting annoyed,2,2026-03-04 07:16:49
"I get a notification every two days that I have a credit, apparently to coax me to use the app. You can't turn off these notifications without turning off all notifications. I'll just uninstall it and go with the other evil ride share app.",1,2026-03-04 05:52:10
I got a 10 dollar off promotion and it's still 10 dollars more than Uber.,1,2026-03-04 05:35:21
Sends unecessary notification ad spam pushing you to book rides you don't need.,1,2026-03-04 05:31:28
Said pick up in 4 minutes but then changed to 10 after I was charged.,3,2026-03-04 04:48:10
Excellent! Much better and cheaper than UBER👍,5,2026-03-04 04:37:53
intrusive,1,2026-03-04 02:53:06
"I love time the short waiting times before being picked up! The clean vehicles, the nice drivers. There are way pros and cons!! Only con is not feeling fully informed about additional charges like their wait time. All in All I am very happy with Lyft",5,2026-03-04 02:23:21
my ride was friendly and enjoyable. excellent service. 👍,1,2026-03-04 02:10:02
"The app has progressively gotten worse and they are FORCING people to agree to new terms that forces them to waive damn near all their rights. no right to a jury trial, no right to class action, and they can charge an abuse fee of $250 and don't have to give a validated reason and that's just a few things. I have had several problems with the app myself and rarely can find resolve even when contacting support. And to top it all. NO REFUNDS irregardless of the situation. I think tf not!",1,2026-03-04 02:03:42
Drop off times are never what is estimated. Drivers can freely sit around for 20+ minutes ignoring you with no repercussions. Customer service is an ai chat that also ignores you. Terrible lack of service even if provided.,1,2026-03-04 01:59:35
now I only use Lyft because my insurance pays for me to go only to the doctor's appointment that's it. when I use to pay Lyft is a scammer when it comes to rides they charge you a lot. you can get a price for $32.00 to go but to come back home is $58.98. for rides use Uber because Uber gives you fair prices they in back Lyft scam you all the time funny mess with Uber eats neither only Uber rides Lyft get rid of thank you,1,2026-03-04 01:56:11
I have been with you guys since 2021 and ever since my last ride back in May a driver did something to my app and I am unable to use it ever since. I spoke customer service numerous times and the issue is still not fixed. I am unable to order a Lyft. Until the problem is rectified I will leave you at a two star.Very disappointing!,2,2026-03-04 00:26:38
"I like that it gives me options to save money with Wait & Pay. But, I waited and got a ride, but then the driver canceled on me. I'm waiting for another driver, and nothing. So, I go to cancel to try another option, and they want to charge me for waiting at least 10 minutes!...I also had a driver that was 17 mins later than he was supposed to be, bc he was doing another ride on another app! AND the app won't let me give written review, just selection options.",1,2026-03-04 00:16:28
"you made a bad decision trying to force me to wave my rights in your new terms of service. uninstalling, peace out.",1,2026-03-04 00:10:53
fix your app i got charged 30$ because your app auto switched the payment to my visa when it was supposed to be put as a business expense.,1,2026-03-03 23:56:09
App has some rough edges but seems to be ok. I had a fair level of difficulty setting up a future (in 2 days) reservation. Once I succeeded in getting it going I compared to Uber Similar Prices --- Oh I'm joking!! 13 Uber vs $47 Lyft WOW So I don't care how well the App works. I can't afford to pay $47 for a thirteen dollar ride !!!!!,2,2026-03-03 22:10:09
Even when you pick priority the pick up time is always longer than they say. The app also makes it way too easy for drivers to get turned around and take even longer. The prices are also way too high for nothing more than a 15 min drive.,3,2026-03-03 21:24:46
Horrible Experience! The driver did not show up and I was still charged for a ride. I spoke with customer service and found them very unhelpful. I will never use Lyft again due to the experience I had. If you are paying for a service they should at least show up and provide the service your paying for. I requested a full refund and they denied my request. I had to call and arrange a cab and pay double the price.If you want reliable transportation avoid Lyft. Your much better to go with uber,1,2026-03-03 20:24:49
"The driver's always come on time or earlier. they are always very helpful and polite. i use a Walker, and they have to put it in their trunk. There's never been a problem. And with that either.",5,2026-03-03 19:47:28
most drivers tell you how little they are getting paid. its pretty sick companies like Lyft and Uber can abuse people in this way. So to stop using these services all together I invested in a very nice electric scooter. for less than 1k you have have a scooter that goes 40mph top speed and 40miles of range.,1,2026-03-03 18:53:56
"Dog water lyft shared location doesn't work, adding family members you cant see their ride location either..unsafe app",1,2026-03-03 18:49:20
RIGGED SYSTEM IF YOU DONT PAY TOP PRICE GOOD LUCK FINDING A RIDE,1,2026-03-03 18:13:41
"Cheaper than the others, I've found. Their holds can block my credit card if I schedule in avance so I usually use the Wait and Save option unless I'm not at home.It usualky ends up being as quick as the standatd option. The drivers are good. cars clean and the app easy to use. Since my last car died of old age, I only use Lyft.",5,2026-03-03 15:32:47
price gouging at early hours when it shows multiple drivers.make u wait then the price jumps from reasonable to outrageous then all of a sudden u get a ride been feeling very iffy about this app might just stick to uber.and if I pay for a ride holds money way to long for no ride,2,2026-03-03 15:16:29
Professional and responsible.,5,2026-03-03 14:44:07
Way too expensive !!,4,2026-03-03 14:19:20
Prices...,1,2026-03-03 10:36:20
"I used the my I believe three times, in the same day. the first was astonishing, the driver was amazing. the second the driver was a fraudster. he showed up and stopped on the other side of the road. I messaged him that I was right on the corner, he did not respond, instead, he drove farther away and I could see him. then he cancelled the ride and got paid. he made more money that way, cancel the ride get paid a good percentage then pick someone else. third ok . this time the app does not work.",1,2026-03-03 08:25:49
"never told me that a ride wasn't coming, left me stranded in a strange place. had to walk home in the cold. terrible experience.",1,2026-03-03 08:06:24
App promises 6 minute wait with priority pickup. I agree to pay the premium and then the wait is 13 minutes. Stop lying to your customers. I'll try a taxi next time with Lyft getting worse every year,1,2026-03-03 08:05:06
Great app!,5,2026-03-03 07:10:10
"Prices are absolutely out of control now, I don't know what's going on but my 7 minute ride to work should NOT cost nearly 30 bucks when it's usually 7 or 8, on top of that the pickup time doesn't match up at all of what you get, I always end up getting someone 13 minutes away when it says 5.",1,2026-03-03 06:29:35
so far Lyft has the best prices and the Best service. I've used all kinds.,5,2026-03-03 05:09:25
Please HELP ME I'm trying to get back into the Lyft Process. I already have an account. I also have a New Cellphone number and I am trying to put my New information on my New phone but I'm having issues with my account. What do I need to do?,5,2026-03-03 03:00:22
Have been using Lyft for over 300 rides. I have got to work on time using them. They are drivers close by so I don't have to wait long.,5,2026-03-03 02:49:56
Horrible service from Lyft. New app just as bad,1,2026-03-03 02:45:00
Lyft has caused me to be late to work a couple of times. this new AI system is more worried about scamming their customers then making sure people get to work. prices so high can't tip no more,1,2026-03-03 01:55:05
I can't get past the login 😞,1,2026-03-03 00:47:37
"app isnt optimized for NYC, picks closest car even if it has to drive awhile and circle around. No reason but poor software.",1,2026-03-03 00:23:21
very good 👍,5,2026-03-02 23:14:25
Nrw terms and conditions only to say we waive the right to sue. You just lost me as a customer.,1,2026-03-02 23:06:52
do not use this app they will rip you off and take money out of bank account and won't help you,1,2026-03-02 22:12:26
Lyft is a great service that cares about people and getting them to where they need to go. The app is great and easy to use too. They also support social causes like trans people in Kansas. 💙,5,2026-03-02 22:08:54
"l just joined and have had first 5 rides free. Absolutely a great service, great drivers, best experience. P.Morris",5,2026-03-02 21:54:56
"I have unfortunately had the issue like many have, of drivers constantly canceling. I have 5 star ratings as a rider and never had this issue before. But the past two weeks they are just constantly canceling (3 drivers sometimes for 1 ride) making me late to my job no matter how early I try to leave. On top of that I have noticed the price jump.",3,2026-03-02 20:44:55
I was waiting at address I ordered to. I got a driver here message didnt see car anywhere so I called him. Driver went to the WRONG location expected me to walk 2 blocks over to where he was then LEFT when I was halfway there leaving me alone on dark street. Then I got a no show charge after being left by a driver who went to the WRONG location in the first place & then the customer service people were less then helpful. I'm going to let my bank deal with getting my money back & DONE with lyft!,1,2026-03-02 20:33:36
Keep showing a different currency even a different person info that had the same phone number,1,2026-03-02 20:19:19
"the price gauging is ridiculous. $22 for a 13 minute card ride, but it costs extra because of the snow? But it's not even enough snow to cause worry. Ridiculous prices.",2,2026-03-02 20:04:35
"Facts, Lyft is safer than Uber. The prices have recently gone up. To whoever might read this please take me very seriously when I say don't allow any driver to give you a free ride. Two drivers offered me this and I blocked them. A free ride means no tracking where you are going. You could get captured and raped and thee will be no evidence of you entering the vehicle to go anywhere. Sometimes paying could save your life. Some drivers work for Lyft and Uber so be careful.",5,2026-03-02 19:16:20
very disrespectful that I cannot order a ride to an important place and because of Uber not allowing me to order a ride because I cannot provide an identification. this app is disrespectful and deserves 1 star. I hate this app for that reason,1,2026-03-02 19:04:29
"If you decide to close app while seeing how much it would take to go to a place, then reopened it, the price would increase drastically. Then they'd find the furthest driver away from you and you'd have to wait and save even though I didnt pick that option. Like what's the point? Scum.",2,2026-03-02 18:28:15
stop being scammer. $35 for 10 minutes ride....I always do print screen about your prices. how you change in just 15 minutes the ride from $13 to $35? scammers,1,2026-03-02 17:15:51
the cost is outrageous vs Uber. high as hell to. don't forget items in the car. the drive well say he has them and never returns them. you contact Lyft support and they just B.S you around making things even more difficult. over all this company is trash.,1,2026-03-02 17:09:35
scheduling rides 3 hours ahead is meaningless. They'll make you wait an extra 1/2,1,2026-03-02 15:53:27
"overall smooth, courteous professional",5,2026-03-02 12:53:42
Said searching for drivers all day. Finally gave up and called a taxi and was told Lyft doesn't even come out in my area. They should tell you that in the app.,1,2026-03-02 12:42:14
this app just keeps getting worse and worse in terms of service while they jack up the prices and then customer service shows no compromise when rides don't show up on time and then you're late for an appointment.,1,2026-03-02 11:52:51
"They don't take responsibility for anything, and I was a 5-star customer, taking Lyft every day. I won't make that mistake again.",1,2026-03-02 10:55:56
haven't taken a lyft in years. I just recently started again and every ride has been pleasant every driver's been great not crazy about the prices but the app is easy to navigate and my ride is always on time. 5 minutes the longest I've had to wait,5,2026-03-02 10:52:02
"I don't know if it's just me or this app but whenever I actually need a ride to get some it just takes a extremely longer to get a ride. Unreliable, and real damned infuriating.",1,2026-03-02 10:29:19
"I used someone elses card for a like almost $22, ride, then i gave her $25 cash to cover it. Then i was bit by bed bugs all over and more than likely brought them in the house which is a HUGE ISSUE. I also have chronic eczema and am prone to getting cellulitis from the bites. an have no insurance. So this might cost me tens of thousands and all they had to say was they refunded the trip onto the card i used.. So I possibility have bed bugs, i got sores and im out $25 for it. Use UBER!",1,2026-03-02 09:47:40
"they use to be decent. now I can't get a ride, and when they fail to get me a ride for an hour, I STILL have to pay a $1 fee for canceling. they need to fix their s****. its been on a steep decline in service for way too long now. Its just reached unbearable finally. lame app. use Uber. at least they get you money back on they're overcharged rides.",1,2026-03-02 09:10:56
"quick prompt service, good drivers & Lyft makes everything user friendly",5,2026-03-02 08:32:24
"I've been a customer for 8 years and for the most part I've had good experiences but today 4-6-2025 I had the worst experience with one of your drivers his name is Aswad. He was sporadic, rude, drove very dangerously,got lost and didn't follow my directions. I pay for a good service and did NOT get it. He shouldn't be driving no one around. Very disappointing! $15 for a 5min ride? DONE USING THIS APP. The class action is going to be incredible! SCAM, SCAM, SCAM..",1,2026-03-02 05:59:22
good.,4,2026-03-02 05:07:09
very good 0lny 1mess up,4,2026-03-02 04:48:49
Couldn't reverse tip for someone I was having dropped off at a hotel. Don't tip until the person you're getting a ride for has arrived at their location. Lyft wouldn't let me reverse the charge. Terrible terrible customer service.,1,2026-03-02 03:30:50
"Haven't used the Lyft app in a while apparently they won't take PayPal anymore. So I tried to add a new card and I get an error each time I try to input. Eventually I figure it out that the app needed updating, but then I just got a new set of errors. not a fun journey back from the airport!",1,2026-03-02 02:40:36
"used to use it a lot, and now all of a sudden its asking for my ID. ive never had to upload my id before, and in the state of the world with apps stealing your data and turning into surveillance states, im not giving it my id. never had any issues before so dont know why its suddenly asking now.",1,2026-03-02 00:20:34
awesome app!!,4,2026-03-01 21:50:28
it's charging $54 on a wait and save to take me 10 mins down the road and $89 for the standard ride,1,2026-03-01 20:37:59
"Lyft just asked me if I wanted to pay an extra $3 to find a ride in 6 minutes. Literally the instant I declined, I was assigned a driver that's 6 minutes away. Don't fall for these fake upcharges. Lyft and Uber have these features designed to steal money from you.",1,2026-03-01 19:34:32
for me it has better car service and I've never had a problem in the year that I've been using it,5,2026-03-01 18:38:09
2026 and it still heats your phone.,1,2026-03-01 18:37:44
possibly the worst app to consider using says I paid for a ride then I went to use it again it says I owe for rides I already paid for. This app is stealing money and have no way to contact a person. it's all A.I. Chat that does nothing to help. I went back to Uber which has been a better option. This is a terrible app wish I could give it -5 stars,1,2026-03-01 17:50:58
"The app opened after I installed it. A welcoming screen informed me I couldn't use the app for violating their terms? Yeah ok what terms I haven't been in a lyft for at least 7 years. Then the incorect, insulting, welcoming screen message left and its searching for a ride and I can't ever see any of the options just the app buffering. I guess even in an emergency I won't be going anywhere in a lyft anytime soon. Waste of time trying to get this to work.",1,2026-03-01 17:23:47
loved it at first but then started canceling all the time and extreme price hikes,2,2026-03-01 17:17:19
Lyft driver will pickup you up maybe in 5 or 10 minutes after requesting ride in app. Driver brings you door to door to your evact destination. if there's a change or small adjustment it's okay. Instantly change it thru the app it's great. simple quick. I forgot got to add my gate code in my ride request. In the app there's no way to contact the driver. just got to keep it on the tracking map. You have arrived!!😁,5,2026-03-01 17:06:19
"Its becoming worse. They now charge more for no reason, other than exploiting you. Horrible.",1,2026-03-01 16:23:54
"I'm honestly astonished by this abhorrent pricing that Lyft is showing me, 70$ for a 20 min ride, Uber is offering it for 21-23$, it really shows when a company is down bad. I'm never using this service and telling others not to because this is straight price gouging.",1,2026-03-01 15:14:01
This app is like a pretty girl with herpes. you show up she looks good you hit it then ypu go home disappointed and itchy. it use to be good but now..... I'd choose to walk.....barefoot...... on hot glass...... while on Epstein island..... as a 14 year old girl.,1,2026-03-01 11:13:53
$46 for a ride? plus we still have to tip?! & the driver is so slow to get to our destination 🙄,1,2026-03-01 10:33:35
"I love Lyft .. but I can't help notice that book ride it get confirmed driver on the way, half way they cancel the ride for many reasons, they get more pay ride or can't navigate through construction..then start rebooking again which takes time. if the customer canceled there fees to pay.. so would like to see as well the driver should be hold accountable for theirs cancelation. thanks 😊 love Lyft",5,2026-03-01 08:07:26
Lyft is way over priced will never use them again,1,2026-03-01 07:38:40
drivers are not even moving for 15 mins even with priority pickup upgrade. this happens almost everytime and gets me late to work everytime,1,2026-03-01 05:22:46
greedy company it knows you need a ride then it increases the prices,1,2026-03-01 04:53:27
"Lyft has no customer service number and uses AI for chat. I left an item in my driver's car, and when we contacted him, he said he only spoke Spanish and hung up on me. he spoke English well during the ride. Lyft is also very picky about what you can submit complaints about, and are overall very unhelpful. Don't use them at all!",1,2026-03-01 03:31:15
i love Lyft very friendly staff,5,2026-03-01 02:58:14
Used to be great. Now it's horrible. 3 drivers cancelled on me. should have done wait and save. you're prices are ridiculous. it was $3 cheaper on Uber and the driver came immediately. I won't be using this app anymore.,1,2026-03-01 01:27:51
"need to improve app and maps function, especially in Downtown Chicago where driver's get lost and complain frequently about GPS",3,2026-03-01 00:58:27
great,5,2026-02-28 23:47:15
