review_text,rating,date
this is a fraud app. if app show 50 rupees then drivers ask for 100 -150 and misbehaving. also app support is third class if u report serious incident no help line available..,1,2026-03-15 11:35:59
After a really long day Scott was able to get me home.,5,2026-03-15 11:34:46
MOST HELPFUL APPLICATION AND EXCELLENT SERVICE,5,2026-03-15 11:34:25
very bad toooo slow waste of time,1,2026-03-15 11:30:54
very good,5,2026-03-15 11:29:33
pakka 420 drivers available,1,2026-03-15 11:28:17
I like uber it's easy and affordable,5,2026-03-15 11:26:47
great app,5,2026-03-15 11:26:32
good,5,2026-03-15 11:25:20
good service,5,2026-03-15 11:21:55
Very disappointed. Always show less fare till the end of the trip and when the trip is completed it increases the charges almost double from the actual fare. Fraud company. Don't fool your customers. Uninstalling it now because of this fraudulent behaviour.,1,2026-03-15 11:21:41
nice app,5,2026-03-15 11:18:56
It's Very much reliable and safe.,5,2026-03-15 11:16:57
very good operation,4,2026-03-15 11:14:03
good,5,2026-03-15 11:13:42
best,4,2026-03-15 11:10:12
very bad experience taken extra payment,1,2026-03-15 11:09:48
way better then lyft,5,2026-03-15 11:09:37
super nice service,4,2026-03-15 11:02:28
Thank You So Much!,5,2026-03-15 11:02:13
bekar,1,2026-03-15 11:01:28
best experience,5,2026-03-15 10:52:58
good,5,2026-03-15 10:50:06
cool ride,5,2026-03-15 10:49:19
satisfactory,4,2026-03-15 10:48:33
"Uber in Dhaka is a nightmare, no proper customer service, no way to contact support when drivers nearby ignore rides, accept then cancel after 15 mins, and ghost calls. Wasted my appointments twice. In-app help is useless with limited options which are irrelevant in such cases. Fix this or lose customers! 😡",1,2026-03-15 10:47:56
y'all overpriced just go around the corner like 9 minutes for 20 or 15 dollar !!! I shouldn't have to pay monthly for cheaper prices especially if I'm getting off at 10pm!!! it should stick to 9- 10 dollars rip off!,1,2026-03-15 10:37:42
very nice,5,2026-03-15 10:36:35
excellent💯 apps,5,2026-03-15 10:32:45
Very slow and it keeps on blocking my numbers i don't know why,1,2026-03-15 10:32:23
good,5,2026-03-15 10:29:09
the driver was a lifesaver thank you,5,2026-03-15 10:28:13
very very worst,1,2026-03-15 10:25:38
not Lyft but it'll do ...,5,2026-03-15 10:24:37
superb,5,2026-03-15 10:19:32
amount extra extra pay torture,2,2026-03-15 10:17:46
good,5,2026-03-15 10:17:43
"3 drivers cancelled. Went from pickup in 4 minutes to waiting 30 minutes for a driver to finally show up. Had I known, I would have just ordered a Lyft. 3/14/26 Once again waited 30 minutes before Uber CANCELLED MY RIDE because there were no available drivers. My girlfriend called a Lyft and it came in 5 minutes. Lesson learned, app deleted.",1,2026-03-15 10:09:21
safe,5,2026-03-15 10:09:15
"Their customer service is bloody AI and they don't even let you describe the problem You have to choose from options they give you and if it doesn't fit, well, that's it And what do you mean the driver can start the trip without me even being in the car, while being kilometres away from the pick up location? And I'm charged the whole trip price for it? What kind of scam is this? I can't even call customer service because well, all I get is an AI response.",1,2026-03-15 10:06:01
good,5,2026-03-15 10:02:41
helpfull,5,2026-03-15 10:02:09
"Pretty great app as we all know, every driver complains about how the map isn't as presice as they'd like it, which doesn't affect us customers until we try to go somewhere we are unfimiliar with. Other then that love the app 👍 ( changed to 4 star, plenty of drivers that are to old, and are unfit to drive, had one drive over an entire island in front of my job, or how just now, I had an insane deal ( I thought) for 96% off! wow! until no one accepted the ride, why was it even an option? wot :(",4,2026-03-15 09:56:02
Worst insta help experience. Duty was assigned to help who was on leave. Chatbot is even worse! Won't let you write even,1,2026-03-15 09:55:29
great,5,2026-03-15 09:54:43
I don't always take Uber.... but when I do... it's been a good experience...,5,2026-03-15 09:52:04
nice nice,5,2026-03-15 09:50:20
first ride is nice ride,5,2026-03-15 09:47:07
the best app for travelling and price is also affordable,5,2026-03-15 09:46:19
good service brother,5,2026-03-15 09:43:03
Good,5,2026-03-15 09:39:15
Awesome!,5,2026-03-15 09:37:47
it's fast it's convenient it's safe so far. only had 1 issue so far and that was getting charged for a ride that I didn't ride. The driver cancel it and took my money. I don't have free money to hand out for no services used. Every penny counts. I better get reimbursed soon I need money .,4,2026-03-15 09:36:16
Good ..,5,2026-03-15 09:32:23
good prices,5,2026-03-15 09:32:16
lower price.I will give 5star ratings,5,2026-03-15 09:32:10
good service,5,2026-03-15 09:22:04
This is fantastic app for transportation,5,2026-03-15 09:21:55
Uber Is Best,5,2026-03-15 09:19:44
super app,5,2026-03-15 09:16:19
Good work,5,2026-03-15 09:09:55
best service,5,2026-03-15 09:08:17
very good,5,2026-03-15 09:04:13
After entering code : 'We couldnt verify that this is your account'. edit: fixed automatically,5,2026-03-15 09:01:31
good app good ride timely dropped,5,2026-03-15 08:59:34
$7 (seven) 11 (eleven).....WUT? does that mean?,4,2026-03-15 08:58:38
very good service providing,5,2026-03-15 08:54:11
great service,5,2026-03-15 08:52:57
nice,5,2026-03-15 08:48:50
nice,4,2026-03-15 08:48:05
best,5,2026-03-15 08:46:20
What an absolutely lovely lady!!!!!,5,2026-03-15 08:41:56
"the ride was for my sister, she said the driver was excellent and the ride was great",5,2026-03-15 08:39:44
"I booked an Uber bike from Santragachi Railway Station to Sealdah Station on 9th March around 10:00 p.m. for ₹158. When the rider arrived, he called me and asked my location and destination. After I told him, he said the ride would cost ₹350 and refused to go for the booked price. He told me to agree to ₹350 or book another ride. This behavior is very unprofessional.",1,2026-03-15 08:37:49
"worst app ever, had booked a ride on 15/03/ 2025, morning for an emergency hospital visit, my driver arrived and refused to start the trip becoz he was not satisfied with his fee, and asked to pay extra, on refusing he asked me to cancel the ride and get out of the cab. This happens in emergency situations after waiting for around 15mins for my cab to arrive.. if he had cancelled earlier , I could have booked another ride on a better app.. such non sense behaviour from uber team is unacceptable",1,2026-03-15 08:35:24
